Título	Tiempo de Lectura (min)	Nombre Completo Autor	Apellido Autor	Primer Nombre Autor	País	Género	URL Wikipedia	Categorías	Autores relacionados	Año de nacimiento	Año de muerte
Eterno oleaje	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Hablo de la infancia	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Inclusiones en un zafiro violeta	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
La dama extraña	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
La extraña	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Margarita	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Nada se oye	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Palabras II	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Portas Faxeiras	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Raíces	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Secreto	0.455	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
Semanas	0.45	Uceda, Julia	Uceda	Julia	España	Unknown	https://es.wikipedia.org/wiki/Julia_Uceda	Académicos de la Real Academia Sevillana de Buenas Letras,Alumnado de la Universidad de Sevilla,Escritores de España del siglo XX,Escritores de la provincia de Sevilla,Escritores en español del siglo XX,Escritores en español del siglo XXI,Ganadores del Premio Nacional de Poesía (España),Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Nacidos en 1925,Nacidos en Sevilla,Personas vivas,Poetisas de España,Premio Adonáis de Poesía	Antonio Machado,José Luis Hidalgo,Juan Ramón Jiménez	Unknown	Unknown
"De ""En un paisaje abolido"":"	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
7.   Círculo mamario	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
8.    Afrodita	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
46. La desnudez	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
"De ""El desimaginario"":"	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Alegremente	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Alianza de orgullo	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Dicen	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
¿Enmudecer?	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Insensible a los celos	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Jamás	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Lengua de fuego	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Maleficio condal	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Sagrado don	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Soberbia	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Sólo se logra	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Tatuaje	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Un estertor	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
"De ""Acuarelas de nieve"":"	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
¡Ay de los que pasaron...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
El dulce escalofrío...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
En aquel solemne exilio...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Esta mancha...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Esta música...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
La noche...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
La puerta...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Los azules...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
No pierda más...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Ojo dócil...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Paisaje	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
"De ""El jardín de Damasco"":"	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Al abrigo del viento...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
En la laguna...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
Entrad, entrad desnudos...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
La sangre...	0.505	Ullán, José Miguel	Ullán	José Miguel	Francia	Unknown	https://es.wikipedia.org/wiki/Jos%C3%A9-Miguel_Ull%C3%A1n	Escritores LGBT de España,Escritores de España del siglo XX,Escritores de España del siglo XXI,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2009,Fallecidos en Madrid,Hombres,Nacidos en 1944,Nacidos en Villarino de los Aires,Periodistas LGBT de España,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetas de la provincia de Salamanca,Poetas en español	Marguerite Duras	Unknown	Unknown
