Título	Tiempo de Lectura (min)	Nombre Completo Autor	Apellido Autor	Primer Nombre Autor	País	Género	URL Wikipedia	Categorías	Autores relacionados	Año de nacimiento	Año de muerte
Poema sexto     (Creación)	0.995	Odio, Eunice	Odio	Eunice	Costa	Unknown	https://es.wikipedia.org/wiki/Eunice_Odio	Anticomunistas de México,Cuentistas de México del siglo XX,Emigrantes costarricenses hacia México,Ensayistas de México del siglo XX,Escritoras de Costa Rica,Escritoras de México del siglo XX,Escritores en español del siglo XX,Fallecidos en 1974,Fallecidos en Ciudad de México,Mujeres,Mujeres periodistas de México,Nacidos en 1919,Nacidos en San José (Costa Rica),Poetas de México del siglo XX,Poetisas de Costa Rica,Poetisas de México,Teósofos de Costa Rica,Traductoras de México,Traductores del inglés al español	Unknown	Unknown	Unknown
Poema séptimo     (Germinación)	0.995	Odio, Eunice	Odio	Eunice	Costa	Unknown	https://es.wikipedia.org/wiki/Eunice_Odio	Anticomunistas de México,Cuentistas de México del siglo XX,Emigrantes costarricenses hacia México,Ensayistas de México del siglo XX,Escritoras de Costa Rica,Escritoras de México del siglo XX,Escritores en español del siglo XX,Fallecidos en 1974,Fallecidos en Ciudad de México,Mujeres,Mujeres periodistas de México,Nacidos en 1919,Nacidos en San José (Costa Rica),Poetas de México del siglo XX,Poetisas de Costa Rica,Poetisas de México,Teósofos de Costa Rica,Traductoras de México,Traductores del inglés al español	Unknown	Unknown	Unknown
Poema octavo     (Mi Amado)	0.995	Odio, Eunice	Odio	Eunice	Costa	Unknown	https://es.wikipedia.org/wiki/Eunice_Odio	Anticomunistas de México,Cuentistas de México del siglo XX,Emigrantes costarricenses hacia México,Ensayistas de México del siglo XX,Escritoras de Costa Rica,Escritoras de México del siglo XX,Escritores en español del siglo XX,Fallecidos en 1974,Fallecidos en Ciudad de México,Mujeres,Mujeres periodistas de México,Nacidos en 1919,Nacidos en San José (Costa Rica),Poetas de México del siglo XX,Poetisas de Costa Rica,Poetisas de México,Teósofos de Costa Rica,Traductoras de México,Traductores del inglés al español	Unknown	Unknown	Unknown
Preludios	0.995	Odio, Eunice	Odio	Eunice	Costa	Unknown	https://es.wikipedia.org/wiki/Eunice_Odio	Anticomunistas de México,Cuentistas de México del siglo XX,Emigrantes costarricenses hacia México,Ensayistas de México del siglo XX,Escritoras de Costa Rica,Escritoras de México del siglo XX,Escritores en español del siglo XX,Fallecidos en 1974,Fallecidos en Ciudad de México,Mujeres,Mujeres periodistas de México,Nacidos en 1919,Nacidos en San José (Costa Rica),Poetas de México del siglo XX,Poetisas de Costa Rica,Poetisas de México,Teósofos de Costa Rica,Traductoras de México,Traductores del inglés al español	Unknown	Unknown	Unknown
Recepción a un amigo	0.995	Odio, Eunice	Odio	Eunice	Costa	Unknown	https://es.wikipedia.org/wiki/Eunice_Odio	Anticomunistas de México,Cuentistas de México del siglo XX,Emigrantes costarricenses hacia México,Ensayistas de México del siglo XX,Escritoras de Costa Rica,Escritoras de México del siglo XX,Escritores en español del siglo XX,Fallecidos en 1974,Fallecidos en Ciudad de México,Mujeres,Mujeres periodistas de México,Nacidos en 1919,Nacidos en San José (Costa Rica),Poetas de México del siglo XX,Poetisas de Costa Rica,Poetisas de México,Teósofos de Costa Rica,Traductoras de México,Traductores del inglés al español	Unknown	Unknown	Unknown
Satchmo Liroforo	0.995	Odio, Eunice	Odio	Eunice	Costa	Unknown	https://es.wikipedia.org/wiki/Eunice_Odio	Anticomunistas de México,Cuentistas de México del siglo XX,Emigrantes costarricenses hacia México,Ensayistas de México del siglo XX,Escritoras de Costa Rica,Escritoras de México del siglo XX,Escritores en español del siglo XX,Fallecidos en 1974,Fallecidos en Ciudad de México,Mujeres,Mujeres periodistas de México,Nacidos en 1919,Nacidos en San José (Costa Rica),Poetas de México del siglo XX,Poetisas de Costa Rica,Poetisas de México,Teósofos de Costa Rica,Traductoras de México,Traductores del inglés al español	Unknown	Unknown	Unknown
Si pudiera abrir mi gruesa flor...	0.995	Odio, Eunice	Odio	Eunice	Costa	Unknown	https://es.wikipedia.org/wiki/Eunice_Odio	Anticomunistas de México,Cuentistas de México del siglo XX,Emigrantes costarricenses hacia México,Ensayistas de México del siglo XX,Escritoras de Costa Rica,Escritoras de México del siglo XX,Escritores en español del siglo XX,Fallecidos en 1974,Fallecidos en Ciudad de México,Mujeres,Mujeres periodistas de México,Nacidos en 1919,Nacidos en San José (Costa Rica),Poetas de México del siglo XX,Poetisas de Costa Rica,Poetisas de México,Teósofos de Costa Rica,Traductoras de México,Traductores del inglés al español	Unknown	Unknown	Unknown
Yo quisiera ser niña	0.995	Odio, Eunice	Odio	Eunice	Costa	Unknown	https://es.wikipedia.org/wiki/Eunice_Odio	Anticomunistas de México,Cuentistas de México del siglo XX,Emigrantes costarricenses hacia México,Ensayistas de México del siglo XX,Escritoras de Costa Rica,Escritoras de México del siglo XX,Escritores en español del siglo XX,Fallecidos en 1974,Fallecidos en Ciudad de México,Mujeres,Mujeres periodistas de México,Nacidos en 1919,Nacidos en San José (Costa Rica),Poetas de México del siglo XX,Poetisas de Costa Rica,Poetisas de México,Teósofos de Costa Rica,Traductoras de México,Traductores del inglés al español	Unknown	Unknown	Unknown
Ausencia	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Bancos de arena	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Centro	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
El paisaje interior	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
El puro discurrir	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Imagen de tus manos	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Insomnio	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
La negra losa de la noche inmensa	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
La trama	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Manos	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Nudo	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Paisaje tras la piedra	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Piedra	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Presa fácil	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Saber morir	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Teseo en el laberinto	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Tren en mitad de la noche	0.17	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
Vértigo	0.165	Oliván, Lorenzo	Oliván	Lorenzo	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Lorenzo_Oliv%C3%A1n	Cántabros del siglo XX,Cántabros del siglo XXI,Hombres,Nacidos en 1968,Nacidos en Castro-Urdiales,Personas vivas,Poetas de Cantabria,Traductores del inglés al español	Emily Dickinson,John Keats,José Hierro,Luis Cernuda	Unknown	Unknown
A la esperanza vuelvo, a la madera	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Adiós	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Amor, ¿Cómo es que vienes?	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Anoche	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Busco una enfermedad que no me acabe	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Callados por la tarde, gravemente	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Carilda	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Carta  II	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Con desdén y oro	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Cuento	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
De paso por el sueño	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Declaración de amor	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Dejadme dar la vuelta	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Discurso de Eva	0.5	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
El lirio	0.49	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
El mar	0.49	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
El silencio	0.49	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Elegía	0.49	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Elegía en abril	0.49	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
Elegía para decirme	0.49	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
En una carta donde digo: amado	0.49	Oliver Labra, Carilda	Oliver Labra	Carilda	Cuba	Romanticismo	https://es.wikipedia.org/wiki/Carilda_Oliver_Labra	Fallecidos en 1918,Mujeres,Nacidos en 1924,Poetas de Cuba	Cintio Vitier,Gabriel García Márquez,José Lezama Lima,Nicolás Guillén	Unknown	Unknown
